"Season";"Home";"Away";"FT_Odds_H";"FT_Odds_D";"FT_Odds_A";"FT_Goals_H";"FT_Goals_A";"Date";"League";"XG_Home_Pre";"XG_Away_Pre";"ShotsOnTarget_H";"ShotsOnTarget_A";"ShotsOffTarget_H";"ShotsOffTarget_A";"Shots_H";"Shots_A"
"2015";"CRB";"Paraná";1,97;3,52;4,19;2;0;2015-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"CRB";"Paysandu";2,69;3,22;2,87;3;0;2015-07-25;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"CRB";"Sampaio Corrêa";2,57;3,31;2,95;2;1;2015-11-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"CRB";"Santa Cruz";2,51;3,26;3,08;3;2;2015-10-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"CRB";"Vitória";2,74;3,36;2,72;0;0;2015-10-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"ABC";1,79;3,64;4,93;0;2;2015-05-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"América Mineiro";2,5;3,19;3,11;2;2;2015-06-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Atlético GO";1,79;3,58;5,05;1;0;2015-05-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Bahia";2,78;3,17;2,78;2;1;2015-07-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Boa";1,33;5,37;9,99;3;0;2015-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Botafogo";3,13;3,33;2,43;1;0;2015-11-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Bragantino";1,68;3,8;5,7;1;0;2015-07-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Ceará";2,39;3,31;3,23;3;0;2015-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"CRB";1,85;3,65;4,6;2;1;2015-11-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Luverdense";1,71;3,71;5,7;0;1;2015-09-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Macaé";1,64;3,85;6,01;0;3;2015-06-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Mogi Mirim";1,52;4,17;7,31;0;0;2015-08-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Náutico";1,94;3,55;4,2;1;0;2015-09-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Oeste";1,65;3,81;6;3;2;2015-08-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Paraná";1,9;3,5;4,62;0;0;2015-10-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Paysandu";2,02;3,32;4,19;1;0;2015-08-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Sampaio Corrêa";1,84;3,51;4,94;1;1;2015-09-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Santa Cruz";2,13;3,49;3,63;0;0;2015-07-25;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Criciúma";"Vitória";2,28;3,39;3,32;2;3;2015-09-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Atlético Mineiro";2,97;3,37;2,55;1;1;2015-09-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Atlético PR";1,67;3,8;5,96;2;0;2015-07-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Avaí";1,45;4,45;8,59;1;1;2015-07-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Chapecoense";1,49;4,18;8,5;0;1;2015-06-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Corinthians";2,56;3,23;3,03;0;1;2015-05-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Coritiba";1,51;4,14;8,39;2;0;2015-09-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Figueirense";1,46;4,34;8,67;5;1;2015-09-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Flamengo";1,65;3,76;6,27;1;0;2015-06-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Fluminense";1,7;3,73;5,87;2;0;2015-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Goiás";1,55;4,03;7,42;1;0;2015-07-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Grêmio";2,03;3,36;4,25;0;0;2015-10-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Internacional";1,72;3,66;5,7;0;0;2015-08-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Joinville";1,29;5,8;9,99;3;0;2015-11-29;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Palmeiras";2,21;3,25;3,69;2;1;2015-08-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Ponte Preta";1,95;3,52;4,28;1;1;2015-05-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Santos";2,14;3,38;3,76;0;1;2015-08-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"São Paulo";2,12;3,46;3,78;2;1;2015-11-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Sport Recife";1,61;4,05;6,41;3;0;2015-11-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Cruzeiro";"Vasco da Gama";1,46;4,39;8,78;2;2;2015-09-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Atlético Mineiro";3,09;3,41;2,45;0;1;2015-11-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Atlético PR";2,52;3,2;3,12;1;1;2015-09-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Avaí";2,08;3,33;4,1;0;1;2015-09-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Chapecoense";1,79;3,55;5,44;0;0;2015-11-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Corinthians";3,33;3,29;2,35;1;3;2015-09-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Coritiba";2,14;3,3;3,86;0;0;2015-07-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Cruzeiro";3,01;3,26;2,55;2;1;2015-05-31;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Flamengo";3;3,31;2,56;3;0;2015-10-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Fluminense";1,4;4,87;9,53;1;0;2015-12-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Goiás";1,98;3,35;4,4;3;1;2015-07-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Grêmio";2,86;3,17;2,74;0;2;2015-09-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Internacional";3,11;3,22;2,51;0;0;2015-06-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Joinville";1,85;3,48;5;0;2;2015-07-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Palmeiras";3,11;3,22;2,51;2;1;2015-06-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Ponte Preta";2,25;3,19;3,67;3;1;2015-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Santos";3;3,36;2,53;0;0;2015-10-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"São Paulo";3;3,28;2,55;0;2;2015-08-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Sport Recife";2,32;3,3;3,37;2;1;2015-08-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Figueirense";"Vasco da Gama";2,84;3,18;2,75;0;0;2015-05-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Atlético Mineiro";2,85;3,38;2,61;0;2;2015-06-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Atlético PR";1,83;3,56;4,91;3;2;2015-08-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Avaí";1,75;3,68;5,38;3;0;2015-09-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Chapecoense";1,88;3,48;4,78;1;0;2015-06-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Corinthians";2,44;3,12;3,34;0;3;2015-07-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Coritiba";1,72;3,65;5,87;0;2;2015-09-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Cruzeiro";2,11;3,32;3,92;2;0;2015-09-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Figueirense";1,52;4,05;8,1;1;2;2015-07-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Fluminense";2,43;3,27;3,19;2;3;2015-05-31;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Goiás";1,83;3,54;5,07;4;1;2015-11-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Grêmio";2,37;3,22;3,36;1;0;2015-07-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Internacional";1,78;3,68;5,21;0;1;2015-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Joinville";1,45;4,46;8,96;2;0;2015-10-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Palmeiras";1,79;3,97;4,63;1;2;2015-12-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Ponte Preta";1,78;3,64;5,29;1;1;2015-11-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Santos";1,97;3,44;4,31;2;2;2015-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"São Paulo";2;3,45;4,15;2;1;2015-08-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Sport Recife";1,63;3,87;6,38;2;2;2015-05-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Flamengo";"Vasco da Gama";1,68;3,82;5,7;1;2;2015-09-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Atlético Mineiro";3,07;3,38;2,45;1;2;2015-08-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Atlético PR";1,9;3,53;4,64;0;1;2015-10-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Avaí";2,01;3,42;4,25;3;1;2015-11-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Chapecoense";1,85;3,55;4,89;2;3;2015-11-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Corinthians";2,51;3,19;3,14;0;0;2015-05-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Coritiba";1,6;3,82;7,06;2;0;2015-06-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Cruzeiro";2,51;3,32;3,03;1;0;2015-07-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Figueirense";1,71;3,64;5,8;2;1;2015-08-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Flamengo";3,32;3,27;2,36;1;3;2015-09-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Goiás";2,02;3,4;4,16;2;0;2015-09-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Grêmio";2,26;3,24;3,58;1;0;2015-08-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Internacional";3,34;3,41;2,31;1;1;2015-11-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Joinville";1,57;4,04;6,9;1;0;2015-05-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Palmeiras";2,31;3,34;3,42;1;4;2015-09-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Ponte Preta";2,06;3,38;4,02;2;0;2015-06-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Santos";2,13;3,32;3,85;2;1;2015-07-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"São Paulo";2,5;3,28;3,12;2;0;2015-10-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Sport Recife";1,8;3,62;5,05;0;0;2015-06-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Fluminense";"Vasco da Gama";1,85;3,5;4,87;1;2;2015-07-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Atlético Mineiro";3,47;3,34;2,26;0;0;2015-08-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Atlético PR";2,52;3,15;3,16;2;0;2015-05-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Avaí";1,85;3,44;5,05;0;1;2015-06-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Chapecoense";1,98;3,24;4,61;0;0;2015-08-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Corinthians";2,98;3,11;2,68;0;0;2015-07-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Coritiba";1,88;3,46;4,91;1;3;2015-11-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Cruzeiro";2,71;3,22;2,89;0;1;2015-10-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Figueirense";1,88;3,48;4,87;2;3;2015-10-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Flamengo";2,65;3,18;2,96;0;1;2015-07-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Fluminense";2,32;3,26;3,42;1;2;2015-06-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Grêmio";2,87;3,17;2,72;1;1;2015-05-31;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Internacional";2,42;3,28;3,25;2;1;2015-11-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Joinville";1,74;3,59;5,81;3;0;2015-09-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Palmeiras";2,61;3,21;3,02;1;0;2015-09-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Ponte Preta";1,85;3,42;5,24;1;2;2015-09-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Santos";2,62;3,16;3,01;4;1;2015-07-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"São Paulo";2,98;3,61;2,42;0;1;2015-12-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Sport Recife";2;3,33;4,34;1;0;2015-09-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Goiás";"Vasco da Gama";1,63;3,8;6,6;3;0;2015-08-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Atlético Mineiro";2;3,45;4,25;2;1;2015-11-29;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Atlético PR";1,7;3,6;6,05;2;1;2015-06-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Avaí";1,58;3,95;6,97;3;1;2015-09-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Chapecoense";1,53;4,12;7,86;2;3;2015-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Corinthians";2;3,2;4,59;3;1;2015-06-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Coritiba";1,49;4,12;8,65;0;0;2015-08-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Cruzeiro";1,94;3,41;4,5;1;0;2015-07-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Figueirense";1,52;4,06;7,97;1;0;2015-05-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Flamengo";1,63;3,84;6,58;2;0;2015-11-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Fluminense";1,6;3,94;6,91;1;0;2015-11-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Goiás";1,66;3,65;6,45;2;1;2015-09-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Internacional";2,09;3,3;4,03;5;0;2015-08-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Joinville";1,35;4,85;9,99;2;1;2015-08-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Palmeiras";1,91;3,35;4,84;1;0;2015-06-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Ponte Preta";1,59;3,89;6,98;3;3;2015-05-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Santos";2,02;3,42;4,2;1;0;2015-10-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"São Paulo";1,92;3,44;4,69;1;2;2015-09-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Sport Recife";1,57;4,12;6,71;1;1;2015-07-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Grêmio";"Vasco da Gama";1,48;4,28;8,22;2;0;2015-07-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Atlético Mineiro";2,79;3,36;2,67;1;3;2015-07-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Atlético PR";1,9;3,4;4,75;2;0;2015-08-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Avaí";1,47;4,37;8,4;1;0;2015-05-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Chapecoense";1,74;3,47;5,96;0;0;2015-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Corinthians";2,18;3,29;3,82;2;1;2015-09-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Coritiba";1,66;3,74;6,25;2;0;2015-06-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Cruzeiro";1,69;3,99;5,46;2;0;2015-12-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Figueirense";1,52;4,16;7,94;1;1;2015-09-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Flamengo";2,11;3,32;3,92;1;2;2015-07-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Fluminense";2,01;3,36;4,24;1;0;2015-08-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Goiás";1,94;3,42;4,49;2;1;2015-07-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Grêmio";2,65;3,22;2,96;1;0;2015-11-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Joinville";1,4;4,66;9,99;1;0;2015-10-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Palmeiras";2,06;3,42;3,95;1;0;2015-09-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Ponte Preta";1,69;3,86;5,73;1;0;2015-11-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Santos";2,01;3,38;4,21;1;0;2015-06-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"São Paulo";2,51;3,26;3,08;0;0;2015-05-31;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Sport Recife";1,87;3,48;4,92;2;1;2015-10-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Internacional";"Vasco da Gama";1,5;4,02;8,72;6;0;2015-09-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Atlético Mineiro";4,3;3,46;1,98;2;2;2015-09-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Atlético PR";2,41;3,27;3,23;1;2;2015-05-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Avaí";2,36;3,16;3,46;2;0;2015-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Chapecoense";2,44;3,17;3,28;0;0;2015-09-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Corinthians";3,77;3,16;2,23;0;1;2015-06-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Coritiba";2,52;3,12;3,25;3;1;2015-10-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Cruzeiro";3,6;3,16;2,29;3;0;2015-08-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Figueirense";2,49;3,24;3,18;1;0;2015-10-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Flamengo";3,15;3,19;2,5;0;1;2015-07-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Fluminense";2,64;3,16;2,98;2;1;2015-08-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Goiás";2,37;3,08;3,54;2;1;2015-06-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Grêmio";4,39;3,5;1,95;0;2;2015-12-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Internacional";2,47;3,19;3,21;0;2;2015-07-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Palmeiras";3,31;3,23;2,39;0;0;2015-05-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Ponte Preta";2,78;3,18;2,81;1;1;2015-07-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Santos";3,87;3,36;2,13;0;0;2015-11-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"São Paulo";3,19;3,22;2,46;0;0;2015-09-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Sport Recife";2,54;3,17;3,17;1;1;2015-09-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Joinville";"Vasco da Gama";2,86;3,21;2,74;1;2;2015-11-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"ABC";2,1;3,38;3,81;1;1;2015-09-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"América Mineiro";2,75;3,25;2,75;1;0;2015-05-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Atlético GO";2,05;3,37;4;1;1;2015-09-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Bahia";2,74;3,33;2,74;2;2;2015-09-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Boa";1,36;4,9;9,99;2;0;2015-11-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Botafogo";2,74;3,28;2,77;0;1;2015-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Bragantino";2,11;3,34;3,83;2;1;2015-07-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Ceará";2,15;3,29;3,75;3;0;2015-06-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"CRB";1,97;3,43;4,32;2;0;2015-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Criciúma";2,43;3,24;3,22;0;1;2015-06-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Macaé";2,2;3,28;3,63;1;2;2015-05-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Mogi Mirim";1,27;6;9,99;2;0;2015-11-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2015";"Luverdense";"Náutico";2,63;3,18;2,93;5;1;2015-08-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
