"Season";"Home";"Away";"FT_Odds_H";"FT_Odds_D";"FT_Odds_A";"FT_Goals_H";"FT_Goals_A";"Date";"League";"XG_Home_Pre";"XG_Away_Pre";"ShotsOnTarget_H";"ShotsOnTarget_A";"ShotsOffTarget_H";"ShotsOffTarget_A";"Shots_H";"Shots_A"
"2017";"Chapecoense";"Santos";0;0;0;2;0;2017-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"São Paulo";2,42;3,27;3,26;2;0;2017-07-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Sport Recife";0;0;0;1;1;2017-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Vasco da Gama";1,96;3,59;4,22;2;1;2017-06-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Vitória";0;0;0;2;1;2017-11-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Atlético GO";1,42;4,76;9,11;0;1;2017-08-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Atlético Mineiro";2,3;3,49;3,3;2;2;2017-11-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Atlético PR";1,5;4,22;8,14;2;2;2017-07-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Avaí";1,43;4,5;8,8;1;0;2017-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Bahia";1,56;4,07;7,27;3;0;2017-06-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Botafogo";1,51;4,21;7,79;1;0;2017-07-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Chapecoense";1,53;4,13;7,69;1;1;2017-05-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Coritiba";1,41;4,6;9,99;3;1;2017-10-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Cruzeiro";1,87;3,52;4,84;1;0;2017-06-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Flamengo";2,22;3,29;3,71;1;1;2017-07-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Fluminense";1,71;3,85;5,5;3;1;2017-11-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Grêmio";2,07;3,2;4,34;0;0;2017-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Palmeiras";0;0;0;3;2;2017-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Ponte Preta";1,45;4,35;9,42;2;0;2017-07-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Santos";2,04;3,33;4,25;2;0;2017-06-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"São Paulo";1,89;3,47;4,79;3;2;2017-06-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Sport Recife";1,52;4,31;7,52;3;1;2017-08-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Vasco da Gama";1,56;3,88;7,87;1;0;2017-09-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Corinthians";"Vitória";1,4;4,87;9,33;0;1;2017-08-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Atlético GO";1,83;3,64;4,86;4;1;2017-05-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Atlético Mineiro";2,22;3,47;3,49;0;2;2017-07-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Atlético PR";1,93;3,54;4,47;1;0;2017-06-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Avaí";1,76;3,44;5,98;4;0;2017-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Bahia";1,87;3,58;4,74;0;0;2017-06-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Botafogo";2,48;3,27;3,16;2;3;2017-09-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Chapecoense";2,11;3,46;3,81;2;0;2017-08-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Corinthians";2,71;3,22;2,89;0;0;2017-06-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Cruzeiro";2,07;3,2;4,34;1;0;2017-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Flamengo";1,71;3,85;5,5;1;0;2017-11-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Fluminense";2,41;3,27;3,29;1;2;2017-07-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Grêmio";3,16;3,07;2,61;0;1;2017-10-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Palmeiras";2,86;3,26;2,71;1;0;2017-06-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Ponte Preta";0;0;0;1;1;2017-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Santos";2,8;3,15;2,85;0;0;2017-08-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"São Paulo";2,07;3,39;4,05;1;2;2017-11-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Sport Recife";1,77;3,67;5,33;0;3;2017-07-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Vasco da Gama";2,02;3,38;4,27;2;2;2017-07-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Coritiba";"Vitória";1,91;3,6;4,47;0;1;2017-08-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"ABC";1,79;3,58;5,21;1;0;2017-10-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"América Mineiro";2,71;3,23;2,85;2;1;2017-08-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Boa";2,29;3,21;3,55;1;1;2017-10-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Brasil de Pelotas";2,09;3,27;4,06;0;1;2017-06-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Ceará";2,37;3,34;3,23;1;0;2017-05-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Criciúma";2,18;3,3;3,72;1;2;2017-09-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Figueirense";1,9;3,53;4,53;2;1;2017-07-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Goiás";1,97;3,4;4,37;2;1;2017-11-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Guarani";2,13;3,3;3,87;1;1;2017-07-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Internacional";3,3;3,22;2,4;2;0;2017-07-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Juventude";2,16;3,2;3,94;2;0;2017-11-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Londrina";2,08;3,21;4,2;0;3;2017-06-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Luverdense";1,92;3,48;4,52;2;2;2017-08-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Náutico";1,6;3,78;7,14;2;2;2017-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Oeste";2,02;3,32;4,28;0;1;2017-09-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Paraná";0;0;0;0;1;2017-11-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Paysandu";1,9;3,49;4,6;2;1;2017-06-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Santa Cruz";2,16;3,42;3,64;1;0;2017-05-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"CRB";"Vila Nova";2,19;3,34;3,64;1;2;2017-06-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"ABC";1,83;3,54;4,93;2;1;2017-07-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"América Mineiro";2,18;3,32;3,7;1;3;2017-05-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Boa";2,46;3,11;3,31;2;0;2017-11-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Brasil de Pelotas";1,76;3,65;5,34;1;2;2017-08-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Ceará";0;0;0;1;1;2017-11-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"CRB";2,07;3,39;3,96;1;0;2017-06-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Figueirense";2,1;3,36;3,89;1;1;2017-09-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Goiás";2,16;3,34;3,74;1;0;2017-07-14;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Guarani";2;3,25;4,48;3;2;2017-06-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Internacional";4,34;3,34;2;2;3;2017-10-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Juventude";2,11;3,27;3,99;1;2;2017-09-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Londrina";2,23;3,35;3,55;2;1;2017-10-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Luverdense";1,98;3,42;4,31;2;1;2017-09-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Náutico";1,65;3,81;6,25;0;0;2017-11-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Oeste";2,07;3,33;4,06;1;1;2017-08-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Paraná";2,13;3,36;3,8;2;1;2017-06-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Paysandu";1,89;3,47;4,66;1;1;2017-07-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Santa Cruz";2,19;3,29;3,71;1;2;2017-05-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Criciúma";"Vila Nova";2,08;3,29;4,08;0;1;2017-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Atlético GO";1,33;5,26;9,99;2;0;2017-06-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Atlético Mineiro";1,95;3,54;4,36;1;3;2017-10-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Atlético PR";0;0;0;1;0;2017-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Avaí";1,49;4,33;8,05;2;2;2017-11-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Bahia";1,59;4,04;6,76;1;0;2017-09-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Botafogo";1,57;4,05;7,1;0;0;2017-08-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Chapecoense";1,48;4,32;8,61;0;2;2017-06-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Corinthians";2,51;3,25;3,13;1;1;2017-10-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Coritiba";1,68;3,82;5,94;2;0;2017-06-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Flamengo";2,28;3,29;3,54;1;1;2017-07-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Fluminense";0;0;0;3;1;2017-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Grêmio";2,13;3,4;3,82;3;3;2017-06-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Palmeiras";2,3;3,43;3,35;3;1;2017-07-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Ponte Preta";1,61;3,81;7;2;1;2017-10-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Santos";1,98;3,4;4,44;1;1;2017-08-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"São Paulo";2,13;3,36;3,87;1;0;2017-05-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Sport Recife";1,71;3,83;5,59;2;0;2017-08-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Vasco da Gama";1,81;3,65;4,99;0;1;2017-11-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Cruzeiro";"Vitória";1,43;4,88;8,3;0;0;2017-07-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"ABC";1,77;3,61;5,32;2;0;2017-09-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"América Mineiro";3,18;3,18;2,49;1;2;2017-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Boa";1,44;4,54;8,5;0;2;2017-05-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Brasil de Pelotas";0;0;0;2;0;2017-11-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Ceará";2,1;3,46;3,77;0;2;2017-07-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"CRB";0;0;0;3;1;2017-10-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Criciúma";1,93;3,38;4,65;2;2;2017-06-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Goiás";2,04;3,45;3,99;1;1;2017-08-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Guarani";2,15;3,31;3,8;2;1;2017-08-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Internacional";3,25;3,21;2,43;1;2;2017-06-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Juventude";2,22;3,25;3,66;2;2;2017-08-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Londrina";1,99;3,46;4,2;3;1;2017-06-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Luverdense";2,04;3,34;4,16;2;3;2017-06-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Náutico";1,64;3,77;6,43;3;0;2017-05-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Oeste";1,86;3,52;4,78;0;0;2017-07-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Paraná";2,49;3,18;3,18;1;0;2017-09-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Paysandu";2,1;3,3;3,35;1;0;2017-11-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Santa Cruz";2,29;3,21;3,55;2;1;2017-10-14;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Figueirense";"Vila Nova";2,18;3,42;3,58;0;1;2017-07-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Atlético GO";1,36;5,09;9,99;2;0;2017-08-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Atlético Mineiro";2,32;3,39;3,34;1;1;2017-05-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Atlético PR";1,69;3,79;5,85;2;0;2017-08-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Avaí";1,42;4,68;9,23;1;1;2017-09-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Bahia";1,52;4,16;7,92;4;1;2017-10-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Botafogo";1,75;3,78;5,3;0;0;2017-06-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Chapecoense";1,56;4,2;6,95;5;1;2017-06-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Corinthians";0;0;0;3;0;2017-11-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Coritiba";2,72;3,25;2,86;2;1;2017-07-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Cruzeiro";1,85;3,65;4,77;2;0;2017-11-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Fluminense";1,69;3,83;5,82;1;1;2017-10-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Grêmio";1,82;3,64;4,98;0;1;2017-07-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Palmeiras";1,94;3,56;4,35;2;2;2017-07-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Ponte Preta";1,62;3,99;6,33;2;0;2017-06-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Santos";1,76;3,8;5,21;1;2;2017-11-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"São Paulo";1,79;3,8;4,94;2;0;2017-07-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Sport Recife";1,45;4,5;8,65;2;0;2017-09-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Vasco da Gama";1,85;3,49;5,02;0;0;2017-10-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Flamengo";"Vitória";1,34;5,41;9,99;0;2;2017-08-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Atlético GO";1,59;4,2;6,38;3;1;2017-08-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Atlético Mineiro";2,26;3,48;3,39;2;1;2017-08-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Atlético PR";1,68;3,77;6,05;1;1;2017-06-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Avaí";1,69;3,73;6,07;1;0;2017-10-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Bahia";0;0;0;1;1;2017-10-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Botafogo";2,2;3,42;3,6;0;1;2017-07-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Chapecoense";1,72;3,92;5,3;3;3;2017-07-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Corinthians";2,72;3,25;2,86;0;1;2017-07-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Coritiba";0;0;0;2;2;2017-11-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Cruzeiro";2,51;3,42;2,99;1;1;2017-07-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Flamengo";3,18;3,46;2,37;2;2;2017-06-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Grêmio";2,15;3,56;3,59;0;2;2017-06-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Palmeiras";2,99;3,35;2,55;0;1;2017-09-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Ponte Preta";0;0;0;2;0;2017-11-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Santos";2,33;3,39;3,32;3;2;2017-05-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"São Paulo";2,52;3,32;3,06;3;1;2017-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Sport Recife";2,39;3,51;3,11;1;2;2017-11-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Vasco da Gama";1,83;3,58;4,97;0;1;2017-08-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Fluminense";"Vitória";1,58;4,1;6,7;2;1;2017-06-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"ABC";1,53;3,98;7,9;1;2;2017-06-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"América Mineiro";2,85;3,19;2,74;1;1;2017-08-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Boa";1,44;4,5;8,65;4;1;2017-06-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Brasil de Pelotas";1,61;3,78;6,98;1;1;2017-05-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Ceará";2,5;3,21;3,14;0;0;2017-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"CRB";2,09;3,5;3,76;3;0;2017-07-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Criciúma";1,91;3,42;4,67;1;1;2017-11-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Figueirense";2,01;3,39;4,22;0;1;2017-05-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Guarani";0;0;0;1;1;2017-10-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Internacional";0;0;0;0;2;2017-11-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Juventude";1,99;3,31;4,42;1;0;2017-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Londrina";1,91;3,49;4,55;0;1;2017-07-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Luverdense";1,71;3,71;5,69;3;1;2017-07-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Náutico";1,87;3,37;5,03;2;0;2017-10-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Oeste";1,92;3,48;4,52;0;2;2017-08-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Paraná";2,29;3,21;3,55;0;1;2017-09-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Paysandu";2,4;3,2;3,31;2;1;2017-09-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Santa Cruz";1,86;3,47;4,89;2;1;2017-06-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Goiás";"Vila Nova";1,84;3,56;4,85;0;2;2017-06-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Atlético GO";1,76;3,73;5,26;1;1;2017-11-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Atlético Mineiro";1,85;3,63;4,8;2;0;2017-08-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Atlético PR";1,7;3,87;5,56;0;0;2017-08-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Avaí";1,26;5,86;9,99;0;2;2017-07-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Bahia";1,49;4,22;8,46;1;0;2017-06-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Botafogo";2;3,4;4,32;2;0;2017-05-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Chapecoense";1,6;3,85;7,1;0;1;2017-09-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Corinthians";2,07;3,37;4,07;0;1;2017-06-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Coritiba";1,56;4,13;7;2;0;2017-06-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Cruzeiro";2,11;3,29;4,05;0;1;2017-10-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Flamengo";0;0;0;3;1;2017-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Fluminense";1,64;3,85;6,4;1;0;2017-10-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Palmeiras";3,59;3,26;2,27;1;3;2017-10-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Grêmio";"Ponte Preta";1,54;4,04;7,7;3;1;2017-07-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
